Ticker ,Date,# Orders,Order Qty,"Executed
Qty",Executed Value ,Average Order Qty,Spread Cost (Bps),"Open
 Price","Arrival
 Mid
 Price","Close
 Price","Fill 
Rate"
ETN.N,20160530,16,72969,72969,4448534,4561,3.28,162.83,-2.04,4.13,1.00
ETP.N,20160530,32,176233,175399,6171817,5507,6.14,209.01,-9.83,-12.65,1.00
ETR.N,20160530,9,4653,4653,347881,517,3.80,145.29,-3.1,-1.97,1.00
ETSY.OQ,20160530,9,18965,18965,159487,2107,63.83,-91.55,-5.29,27.92,1.00
EV.N,20160530,7,7458,7458,263438,1065,5.37,144.62,-3.67,-6.1,1.00
EVC.N,20160530,1,10023,10023,79711,10023,20.16,-96.19,-15.37,-21.63,1.00
EVEP.OQ,20160530,2,1023,1023,2503,512,69.03,329.73,-83.34,-68.23,1.00
EVER.N,20160530,19,62406,60664,871774,3285,11.59,-141.97,-7.32,5.35,0.97
EVHC.N,20160530,31,5889,5889,135458,190,74.32,-120.56,-2.23,-16.13,1.00
EVLV.OQ,20160530,2,2,2,3,1,123.16,-689.65,-55.46,-549.48,1.00
EVOL.OQ,20160530,2,1982,1982,11297,991,99.10,-12.03,-8.43,98.71,1.00
EVTC.N,20160530,3,9517,4499,59702,3172,15.78,213.86,-3.15,-7.54,0.47
EW.N,20160530,27,34430,34430,3518769,1275,6.58,143.06,-4.79,1.61,1.00
EWA.P,20160530,7,40,40,781,6,5.09,-13.74,-1.47,-4.16,1.00
EWBC.OQ,20160530,13,4862,4374,164740,374,6.16,141.61,-1.12,-14.37,0.90
EWT.P,20160530,39,1016,1016,12977,26,7.87,-29.18,-2.88,-9.23,1.00
EWU.P,20160530,1,186,186,3052,186,6.25,-24.32,-3.05,0,1.00
EWY.P,20160530,41,4253,4227,212173,104,1.97,-53.46,-0.79,4.87,0.99
EWZ.P,20160530,10,5076,4676,132168,508,3.50,80.06,-3.6,-12.61,0.92
EXA.OQ,20160530,1,191,191,2430,191,116.56,245.40,-67.27,-299.6,1.00
EXAM.N,20160530,16,4671,4671,165783,292,6.75,4.84,-5.25,8.09,1.00
EXC.N,20160530,21,100462,100462,3491476,4784,3.10,98.75,-4.92,2.82,1.00
EXK.N,20160530,7,2829,2829,10182,404,28.90,61.41,-6.32,32.11,1.00
EXP.N,20160530,20,24733,24733,1894629,1237,10.14,153.87,-4.02,-5.38,1.00
EXPD.OQ,20160530,17,28561,28561,1375238,1680,3.83,213.68,-0.26,15.99,1.00
EXPE.OQ,20160530,22,44103,42936,4818384,2005,6.29,89.45,1.6,4.01,0.97
EXPR.N,20160530,15,54550,53424,882373,3637,6.73,110.69,-6.33,-36.01,0.98
EXR.N,20160530,12,7765,7765,707688,647,7.04,80.34,-1.77,14.79,1.00
EZPW.OQ,20160530,32,8793,8228,47853,275,37.24,-435.78,-17.82,-53.56,0.94
F.N,20160530,8,92175,71628,953388,11522,7.37,-0.67,-4.45,4.69,0.78
FAF.N,20160530,2,2171,2171,80687,1086,5.86,-146.56,4.3,31.54,1.00
FANG.OQ,20160530,20,35801,35801,3193448,1790,11.49,149.26,-2.5,-9.59,1.00
FARO.OQ,20160530,2,1858,1858,52119,929,38.83,263.38,42.68,-0.43,1.00
FAST.OQ,20160530,22,68552,68552,3144487,3116,3.13,-12.07,-2.98,-9.42,1.00
FB.OQ,20160530,34,82391,79647,9435851,2423,1.09,38.19,0.4,5.27,0.97
FBHS.N,20160530,10,9268,9268,536301,927,5.85,125.09,-6.88,-10.27,1.00
FCAU.N,20160530,8,27227,27227,199729,3403,18.27,117.48,-3.33,3.92,1.00
FCH.N,20160530,17,19986,19986,146417,1176,14.17,-247.64,-9.48,-9.86,1.00
FCS.OQ,20160530,3,16686,16686,331983,5562,5.16,1.98,-2.04,-3.11,1.00
FCX.N,20160530,41,130918,106812,1184747,3193,8.78,-450.29,4.52,-6.72,0.82
FDC.N,20160530,10,12229,12229,147737,1223,24.06,-127.11,-2.2,-20.37,1.00
FDP.N,20160530,2,350,350,15354,175,15.71,68.27,11.73,-11.97,1.00
FDS.N,20160530,1,2909,2909,451447,2909,17.90,-114.68,-3.52,12.25,1.00
FDUS.OQ,20160530,3,1565,1565,23779,522,50.90,82.84,-5.64,-56.37,1.00
FDX.N,20160530,16,25683,25683,4153474,1605,4.83,-89.87,-0.2,3.85,1.00
FE.N,20160530,17,100721,100721,3316650,5925,3.33,-115.70,2.63,-16.03,1.00
FEIC.OQ,20160530,7,3277,3277,307687,468,20.29,-37.11,8.34,-24.86,1.00
FELP.N,20160530,3,279,279,477,93,145.63,-49.50,-25.8,-49.85,1.00
FET.N,20160530,5,694,694,11186,139,12.89,191.26,-12.43,-17.74,1.00
FEYE.OQ,20160530,28,27171,27020,411874,970,18.31,-139.20,-2.98,2.77,0.99
FF.N,20160530,1,8812,8812,100895,8812,36.63,-195.65,-30.41,-8.49,1.00
FFIV.OQ,20160530,16,22376,22376,2369179,1399,6.48,-140.73,-1.84,10.97,1.00
FGEN.OQ,20160530,3,305,305,5272,102,68.15,-297.17,-1.83,49.03,1.00
FGP.N,20160530,10,30308,30308,597679,3031,25.69,-154.58,-8.42,-35.35,1.00
FICO.N,20160530,11,3993,3993,428889,363,23.21,90.12,-6.54,-25.51,1.00
FIG.N,20160530,20,49406,49391,244860,2470,21.49,44.83,-0.7,-39.08,1.00
FII.N,20160530,4,2929,2929,94246,732,5.55,77.74,-3.02,4.64,1.00
FINL.OQ,20160530,12,37022,37022,700071,3085,8.07,-294.92,-6.63,-5.31,1.00
FIS.N,20160530,21,16535,16535,1201474,787,2.70,68.77,-1.71,-3.6,1.00
FISV.OQ,20160530,19,30451,29814,3062438,1603,4.45,-64.67,-1.22,-3.22,0.98
FIT.N,20160530,22,48010,34860,550612,2182,6.32,-123.31,-23.6,47.53,0.73
FITB.OQ,20160530,8,28339,28339,516716,3542,5.60,122.38,-2.27,-6.4,1.00
FIVE.OQ,20160530,40,156787,155365,6042103,3920,9.84,-187.79,-1.38,-4.73,0.99
FIVN.OQ,20160530,2,773,773,7639,387,36.83,17.51,-22.84,17.51,1.00
FIZZ.OQ,20160530,2,3711,3711,191733,1856,30.08,98.46,-7.8,-14.78,1.00
